cityid,total
5606,18491
5607,65107
5608,5604
5609,943262
5610,285564
5611,264347
5612,37652
5613,124834
5614,111464
5615,114997
5616,204117
5617,299374
5618,46482
5619,890202
5620,42725
5621,47726
5622,94112
5623,44559
5633,47892
5624,13302
5625,76101
5626,130426
5627,299445
5628,176586
5629,48616
5630,254825
5631,111915
5632,198213
5634,74761
5635,105783
5636,52349
5637,53192
5638,38610
5639,74987
5640,138833
5641,153052
5642,34224
5643,7228
5645,16403
5646,42982
5647,71538
5648,23387
5649,9259
5650,40033
5651,107384
5652,152807
5653,170691
5654,175747
5655,90000
5656,10
5657,319951
5658,34937
5659,17773
5660,24421
5661,26782
5662,308541
5663,201282
5664,94399
5665,138271
5666,17121
5667,7405
5668,274463
5669,103308
5670,220906
5671,132299
5672,207803
5673,100397
5848,50470
5674,242
5675,16172
5676,19319
5677,2728
5678,20859
5679,18670
5680,1476
5681,153677
5682,62353
5683,3331
5684,37469
5685,16743
5686,242539
5687,94334
5688,57835
5689,40701
5690,31589
5691,145020
5692,90591
5702,17109
5693,163363
5694,88414
5695,171897
5696,156877
5697,11848
5698,108365
5699,620898
5700,21687
5701,44721
5703,22971
5704,719208
5705,752032
5706,94830
5707,108218
5708,32959
5709,149142
5710,128830
5711,1958
5731,33903
5712,1747
5713,776
5714,72615
5715,97917
5716,31952
5717,10
5718,2461
5719,25729
5720,59530
5721,20448
5779,2329
5722,417527
5723,256956
5724,32940
5725,502144
5726,329376
5727,122435
5728,328005
5729,229927
5730,314336
5732,176285
5733,282
5734,19850
5735,12411
5736,42914
5737,45957
5738,127236
5739,611230
5740,38179
5741,99728
5742,20626
5743,70430
5744,68738
5745,548
5746,59178
5747,46969
5748,13753
5749,57351
5750,9637
5751,2568
5847,42366
5752,89623
5753,169069
5754,730587
5755,91881
5756,147882
5757,458283
5758,314493
5759,330939
5760,229476
5761,55015
5762,861825
5763,156924
5764,184902
5765,39493
5766,216004
5767,24036
5768,67634
5769,198396
5770,19981
5771,701742
5772,249038
5773,754837
5774,737069
5775,92253
5776,758000
5777,153305
5778,16824
5780,27269
5781,17343
5782,43485
5783,13575
5784,145894
5785,27954
5786,120923
5787,217156
5788,548956
5789,520941
5790,106748
5791,48149
5792,82146
5793,19700
5794,148513
5795,275407
5796,705218
5797,449498
5798,636660
5799,165377
5800,473871
5801,28835
5802,34412
5803,84066
5804,10374
5805,37023
5806,7951
5807,60605
5808,624724
5809,24986
5810,15911
5811,20540
5812,312315
5813,109970
5814,114648
5815,227371
5816,656227
5817,392450
5818,645917
5819,320462
5820,866000
5821,1023000
5822,473694
5823,297997
5824,341789
5825,492499
5826,201036
5918,5870
5827,17435
5828,81160
5829,306047
5830,307921
5831,40668
5832,20536
5833,14993
5834,19841
5835,5925
5836,208300
5837,30953
5838,16818
5839,16727
5840,174
5841,20019
5842,254298
5843,271143
5844,859000
5845,368193
5846,578808
5849,99786
5850,298585
5851,164844
5852,44273
5853,205579
5854,122082
5855,176941
5856,148471
5857,72950
5858,86713
5859,64270
5860,157848
5861,448
5862,13400
5863,15040
5864,135944
5865,6683
5866,135862
5867,29664
5919,9110
5868,23080
5869,363575
5870,181875
5871,49991
5872,157204
5873,44195
5874,17722
5875,142136
5876,20689
5877,983698
5878,90034
5879,1126000
5880,765978
5881,1425000
5882,806000
5883,356425
5884,982000
5885,839000
5886,771000
5887,30181
5888,201257
5889,178638
5890,331084
5891,164353
5892,199306
5893,153329
5894,428411
5895,46111
5896,101180
5897,25235
5898,80932
5899,438707
5900,63847
5901,22426
5902,1468576
5903,212560
5904,37147
5905,40256
5906,541081
5907,351522
5908,530577
5909,353483
5910,469345
5911,391035
5912,609473
5913,3996
5914,7231
5915,76904
5916,3019
5917,4026
5920,22356
5921,134337
5922,2041
5923,8948
5924,37877
5925,13543
5926,72984
5927,149874
5928,222982
5929,144952
5930,24241
5931,186284
5932,108075
5933,10
5934,47203
5935,73930
5936,18459
5937,13409
5938,93270
5939,26118
5940,6623
5941,61466
5942,17352
5943,42433
5944,22006
5945,49402
5946,139096
5947,6610
5948,110757
5949,103378
5950,192290
5951,134404
5952,76219
5953,361286
5954,65339
5955,159929
5956,65737
5957,54344
5958,161150
5959,33197
5960,128306
5961,345444
5962,11772
5963,71671
5964,11810
5965,17060
5966,132685
5967,27256
5968,3436
5969,30185
5970,37103
5971,204894
5972,167219
5973,315129
5974,412678
5975,933478
5976,399093
5977,32452
5978,4479
5979,828313
5980,544738
5981,260843
5982,215911
5983,177979
5984,575434
5985,436094
5986,200797
5987,232326
5988,172535
5989,99612
5990,116270
5991,93511
5992,235410
5993,54709
5994,35511
5995,23354
5996,13975
5997,19463
5998,17802
5999,9969
6000,2722
6001,48190
6002,51898
6003,15231
6004,9049
6005,51509
6006,64428
6007,980588
6008,164150
6009,203340
6010,39762
6011,46819
6012,31661
6013,38472
6014,78532
6015,27115
6016,78735
6017,956
6018,50444
6019,215794
6020,86865
6021,234807
6022,25753
6023,1612
6024,26983
6025,8961
6026,26020
6027,102519
6028,496035
6029,183086
6030,28127
6031,15820
6032,125699
6033,47695
6034,177115
6035,131525
6036,193061
6037,26375
6038,13176
6039,48080
6040,18633
6041,86413
6042,378943
6043,202294
6044,587766
6045,5500
6046,6198
6047,8748
6048,4929
6049,89
6050,31437
6051,3505
6052,58382
6053,74225
6054,6897
6055,41154
6056,5842
6057,68671
6058,12361
6059,64133
6060,6315
6061,1549
6062,1326
6063,385
6064,1109
6065,23
6066,98
6067,0
6068,2403
6069,448
6070,283
6071,3022
6072,900
6073,802
6074,43344
6075,1947
6076,742414
6077,120
6078,1725
6079,119182
6080,10852
6081,3504
6082,588
6083,13127
6084,20625
6085,156
6086,1597
6087,53940
6125,17277
6088,89051
6089,44525
6090,5304
6091,7433
6092,3345
6093,505
6094,124
6095,2762
6096,31477
6097,2347
6098,3766
6099,31095
6100,50484
6101,5185
6102,79524
6103,70562
6104,11499
6105,162586
6126,40000
6106,147130
6107,317550
6108,368456
6109,55861
6110,1060202
6111,307930
6112,23603
6113,281150
6127,6352
6114,107115
6115,238733
6116,58604
6117,11985
6118,17000
6119,2353
6120,29639
6121,56788
6122,113955
6123,170733
6124,447
6128,9211
6129,56910
6130,22352
6131,142416
6132,18270
6133,7293
6134,423251
6135,28632
6136,32049
6137,108279
6138,91499
6139,176271
6140,202103
6141,170901
6142,274744
6143,269467
6144,174254
6145,333319
6146,57713
6147,220009
6148,4645
6149,22950
6150,61756
6151,59313
6152,4749
6153,7026
6154,350
6155,36371
6156,25668
6157,1829
6158,85785
6159,568700
6160,38127
6161,66
6162,193
6163,1299
6164,279126
6165,3985
6166,101531
6167,229563
6168,2821870
6169,1319156
6170,142292
6171,973691
6172,578545
6173,483177
6174,1312758
6175,1448736
6176,2550000
6177,929013
6178,1548669
6179,2174000
6180,1006427
6181,1097766
6182,1369624
6183,1417666
6184,1164333
6185,1496546
6186,1645097
6187,1428824
6188,2138989
6189,946686
6190,628284
6191,1009056
6201,1310592
6192,1064721
6193,1381249
6194,16140
6195,820089
6196,1137219
6197,754070
6198,1270096
6199,1511028
6200,779104
6202,732818
6203,930229
6204,1582738
6205,1179941
6206,33982
6207,10832
6208,509961
6209,102152
6458,47226
6210,61317
6211,68010
6212,37162
6213,127473
6214,47721
6215,100950
6216,272484
6217,343797
6218,60780
6219,670954
6220,135021
6221,540768
6222,34012
6223,427272
6224,265364
6225,17537
6226,725723
6227,187966
6228,56149
6229,126831
6230,955273
6231,669434
6232,148030
6233,224099
6234,322711
6235,1090830
6261,245564
6236,249978
6237,919684
6238,178526
6239,658331
6240,322769
6241,275184
6242,66204
6243,194492
6260,74757
6244,187403
6245,778985
6246,904954
6247,155849
6248,257186
6249,1104642
6250,126992
6251,417137
6252,551443
6253,87113
6254,1432946
6255,403874
6256,51623
6257,171983
6258,21301
6259,50174
6262,683111
6263,8110
6264,760842
6265,847501
6266,278581
6267,949425
6268,874138
6269,1338064
6270,66722
6271,283560
6272,228211
6273,231666
6274,146694
6275,486950
6276,1285848
6277,943535
6278,188667
6279,137062
6280,402908
6281,137342
6282,331071
6283,1622041
6284,1634667
6285,362588
6286,2454909
6287,1425545
6288,573723
6289,718680
6290,1245445
6291,144431
6292,802631
6293,24605
6294,300512
6295,198021
6296,98191
6297,285113
6298,47095
6299,60926
6300,325914
6301,142414
6302,299082
6303,271883
6304,83178
6305,361199
6306,775785
6307,333406
6308,304917
6309,448175
6310,394695
6311,320872
6312,40791
6313,335849
6314,614370
6315,277812
6316,21656
6317,161146
6318,1010000
6319,501704
6320,111975
6321,160765
6322,2289429
6323,331368
6324,953863
6325,58292
6326,284961
6327,398712
6328,9967
6329,1090655
6330,750838
6331,364033
6332,6624
6333,62086
6334,109200
6335,143915
6336,122183
6337,109690
6338,386186
6339,279012
6340,128086
6341,29101
6342,46344
6343,5894
6344,103654
6345,96448
6346,407322
6347,320820
6348,141162
6349,179033
6350,338627
6351,10964
6352,290333
6353,350796
6354,3367
6355,403227
6356,189980
6357,426510
6358,311955
6359,248351
6360,382043
6361,251692
6362,571154
6363,1032567
6364,326639
6365,601192
6366,491943
6367,502373
6368,569735
6369,308725
6370,1018802
6371,71262
6372,457410
6373,374344
6374,493364
6375,530821
6376,814587
6377,571554
6378,1089202
6379,460952
6380,530326
6381,470685
6382,221238
6383,111701
6384,115826
6385,1458165
6386,1428469
6387,3480000
6388,615312
6389,154577
6390,360269
6400,1935
6391,744308
6392,68812
6393,231719
6394,161377
6395,153337
6396,3205
6397,106311
6398,354127
6399,206711
6401,8123
6402,0
6403,4266
6404,2506
6405,9148
6406,24642
6407,18572
6408,30536
6409,3237
6410,5570
6411,562706
6413,174685
6414,736139
6415,180626
6416,834033
6417,695735
6418,99402
6419,554373
6420,84497
6438,322425
6421,834852
6422,451395
6423,255153
6424,175261
6425,204049
6426,396647
6427,1301313
6428,704230
6429,1020000
6430,245368
6431,2221285
6432,595064
6433,683065
6434,1191297
6435,597915
6436,755525
6437,13491
6439,167234
6440,26597
6441,33376
6442,14216
6443,49505
6444,465373
6445,242719
6446,199405
6447,330605
6448,198480
6449,265449
6450,182225
6451,144626
6452,227561
6453,106101
6454,152118
6455,935759
6456,482908
6457,331700
6459,285914
6460,344066
6461,1610101
6462,163478
6463,493092
6464,139225
6465,649884
6466,50
6467,107092
6503,277352
6468,637743
6469,132943
6470,354081
6471,886256
6472,823572
6473,1711952
6474,1964000
6475,1113895
6476,674508
6477,439886
6478,537685
6479,76312
6480,175706
6481,145159
6482,106278
6483,555308
6484,795757
6485,61591
6486,775858
6487,270798
6488,87776
6489,281921
6490,8148
6491,74041
6492,500964
6493,1471008
6504,420585
6494,366831
6495,371139
6496,1521246
6497,19954
6498,229591
6499,145936
6500,498230
6501,561932
6502,311583
6505,558814
6506,105496
6507,763507
6508,552185
6509,59315
6510,282392
6511,403489
6512,140671
6513,58982
6514,109824
6515,123415
6516,1025000
6517,102400
6518,826000
6519,887801
6520,830068
6521,253390
6522,925000
6523,142620
6524,2204737
6525,1494659
6526,1419138
6527,2601154
6528,2254123
6529,1176335
6530,909615
6531,1607836
6532,1321434
6533,2092145
6534,317794
6535,611572
6536,323095
6537,254846
6538,572555
6539,1250239
6540,811827
6541,203870
6542,221119
6543,784775
6544,154936
6545,948244
6546,684380
6547,2710640
6548,477244
6549,191089
6550,289357
6551,1632320
6552,1643781
6553,86508
6554,107998
6555,614273
6556,59059
6557,1084881
6558,176616
6559,220512
6560,144124
6561,110201
6562,584877
6563,399983
6564,38842
6565,1394000
6566,1057929
6567,1005794
6568,869077
6569,1061848
6570,580000
6571,841402
6572,597010
6573,877657
6574,482547
6575,655921
6576,587136
6577,466180
6578,500258
6579,60629
6580,41056
6581,517422
6582,1097406
6583,214048
6584,87473
6585,43221
6586,178447
6587,117317
6588,151290
6589,135335
6590,145
6591,5227
6592,1129
6593,437
6594,86738
6595,77207
6596,1423
6597,107752
6598,484488
6599,24132
6600,350
6601,301160
6602,123848
6603,555053
6604,1228467
6605,612776
6606,187824
6607,95856
6608,250326
6609,30085
6610,48930
6611,230983
6612,260493
6613,104236
6614,213260
6615,170583
6616,124669
6617,316254
6618,302067
6619,284351
6620,451924
6621,918573
6622,870000
6623,414504
6624,264293
6625,1304713
6626,1597184
6627,795044
6628,958238
6629,439712
6630,332724
6631,2583506
6632,484873
6633,945227
6634,361548
6635,777498
6636,1157584
6637,1931521
6638,227411
6639,825698
6640,863242
6641,602441
6642,110458
6643,150425
6644,511151
6867,507197
6645,163621
6646,257642
6647,524693
6648,289535
6649,9273
6650,70036
6651,3974112
6652,300022
6653,484862
6654,27139
6655,40466
6656,603144
6657,299270
6667,27326
6658,377581
6659,271322
6660,746861
6661,1000216
6662,272321
6663,86246
6664,742414
6665,925522
6666,13097
6668,518
6669,21863
6670,5015
6671,18089
6672,6124
6673,1477
6674,1302
6675,374
6676,1868
6677,774
6678,1612
6679,1319
6680,33938
6681,45989
6682,1243
6683,1273
6684,37538
6685,8840
6686,83688
6687,47323
6688,270816
6689,6329
6690,433892
6691,25063
6692,213824
6693,69334
6694,97694
6695,91953
6696,484646
6697,678804
6698,202272
6699,393504
6700,1094785
6701,1911277
6702,561072
6703,520774
6704,227818
6705,419567
6706,365437
6707,439233
6708,365433
6709,152609
6710,97199
6711,106451
6712,142017
6713,114087
6714,128131
6715,155513
6716,143865
6717,355047
6718,176303
6719,267084
6720,527638
6721,266775
6722,1447670
6723,89180
6724,47608
6725,47996
6726,8172
6727,9595
6728,52866
6729,11891
6748,132107
6730,32058
6731,25179
6732,8997
6733,16636
6734,27065
6735,11665
6736,36708
6737,30468
6738,21794
6739,17233
6740,12439
6741,21102
6742,10325
6743,68790
6744,11370
6745,158
6746,27596
6747,59025
6749,429955
6750,17933
6751,346035
6752,755067
6753,1167000
6754,178388
6755,331700
6756,12038
6765,78856
6757,37002
6758,24299
6759,18694
6760,364718
6761,178407
6762,371954
6763,477461
6764,30539
6766,360697
6767,25383
6768,29863
6769,56435
6770,1835024
6771,696461
6772,803122
6773,958169
6774,759162
6775,33033
6776,60289
6777,242029
6778,1281472
6779,1035949
6780,1150717
6781,80943
6782,1207757
6783,572013
6784,64185
6785,286918
6786,643034
6787,660475
6788,13735
6789,1364905
6790,342691
6791,1569527
6792,213799
6793,789992
6794,1169757
6795,971191
6796,703926
6797,753844
6798,645336
6799,983590
6800,647779
6801,1535268
6802,634318
6803,1100850
6804,1570477
6805,7805
6806,154
6807,5441
6808,461
6809,3412
6810,3021
6811,3283
6812,26172
6813,43609
6814,2337
6815,346833
6816,581861
6844,103166
6817,652841
6818,652150
6819,1297720
6820,1557407
6821,697096
6822,213947
6823,39971
6824,898424
6825,249684
6826,140059
6827,1616371
6828,885134
6829,1386595
6830,775301
6831,238963
6832,957533
6833,210891
6834,828896
6835,489725
6836,882822
6837,336661
6838,261043
6839,521046
6840,263132
6841,940847
6842,920000
6843,420384
6845,392373
6846,99158
6847,26404
6848,370499
6849,48901
6850,144336
6851,200390
6852,690800
6853,1479615
6854,1422665
6855,1260887
6856,895000
6857,212213
6858,459867
6859,1338000
6860,267435
6861,66313
6862,844584
6863,983446
6864,1680377
6865,855648
6866,662064
6868,830527
6869,1318807
6870,471950
6871,10332
6872,271758
6873,295187
6874,1246463
6875,801828
6876,969378
6877,1270488
6878,996595
6879,1013635
6880,353352
6881,569711
6882,1213101
6883,987694
6884,660779
6885,217000
6886,806817
6887,387681
6888,1307252
6889,133905
6890,572325
6891,613605
6892,1113
6893,293154
6894,586617
6895,396
6896,220813
6897,5700
6898,91222
6899,1464729
6900,750634
6901,361461
6902,578352
6903,683860
6904,573638
6905,473719
6977,223012
6906,489453
6907,841088
6908,688862
6909,648020
6910,924154
6911,79647
6912,827306
6913,261856
6914,265464
6915,19150
6916,388439
6917,806652
6918,3671
6919,182271
6920,869068
6921,847676
6922,395684
6923,767588
6924,1060000
6925,524698
6926,723803
6927,820606
6928,135338
6929,907766
6930,818176
6931,1239328
6932,1467487
6933,145274
6934,840834
6935,239840
6936,1544217
6937,1342042
6938,1595250
6939,588207
6940,1262000
6941,947659
6942,1550407
6943,642862
6944,717904
6945,801337
6946,887000
6947,5917
6948,128030
6949,835194
6950,116253
6951,155963
6952,548572
6953,592366
6954,710746
6955,367026
6956,169160
6957,218960
6958,187865
6959,472070
6960,657614
6961,666562
6962,422830
6963,1261682
6964,465973
6965,212986
6966,418000
6967,1114317
6968,646750
6969,1009469
6970,57180
6971,530756
6972,1296089
6973,131835
6974,113000
6975,68872
6976,106296
6978,295539
6979,434969
6980,146509
6981,550864
6982,167342
6983,14798
6984,701772
6985,1395641
6986,44265
6987,27663
6988,100249
6989,881187
6990,591145
6991,1779063
6992,1052629
6993,155072
6994,335313
6995,378274
6996,1096256
6997,1572883
6998,1240000
6999,1152225
7000,1258202
7001,1328000
7002,1097000
7003,1663457
7004,1101954
7005,1327912
7006,662174
7007,1259445
7008,1494000
7009,200515
7010,56862
7011,46013
7012,1636622
7013,134640
7014,209738
7015,166182
7016,63231
7017,65016
7018,687723
7019,568783
7020,449195
7021,603688
7022,962
7023,176183
7024,194076
7025,1012661
7026,14708
7027,270492
7028,604
7029,240
7030,874
7031,18659
7032,597
7033,23274
7034,202300
7035,433782
7036,978565
7037,125
7038,98354
7039,576386
7040,290993
7041,115326
7042,1151
7043,36848
7044,7356
7045,1099000
7046,12837
7047,218250
7101,101112
7048,3305
7049,77183
7050,123291
7051,827815
7052,223287
7053,74014
7054,279041
7055,554916
7056,1374468
7057,334590
7058,14301
7059,727348
7060,260656
7061,1335794
7062,658318
7063,1097743
7064,2007150
7065,613871
7066,1466000
7067,13030
7068,986000
7069,1201400
7070,1859531
7071,721992
7072,726292
7073,71808
7074,125480
7075,1029914
7076,1691069
7077,88931
7078,183827
7079,82973
7080,26949
7081,280866
7082,816286
7083,990677
7084,129212
7085,1393177
7086,64285
7087,992229
7088,662817
7089,562412
7090,1437116
7091,2213
7092,32910
7093,33139
7094,362447
7095,28229
7096,72193
7097,49812
7098,187608
7099,108310
7100,915150
7102,194453
7103,212376
7104,2144392
7105,4291796
7106,1865385
7107,1491887
7108,578829
7109,1821685
7142,3140000
7110,2436023
7111,1938571
7112,1259958
7113,527429
7114,3004852
7115,1764650
7116,2528071
7117,1319233
7118,3504775
7119,2526135
7120,252068
7121,2904635
7122,4390666
7123,3511690
7124,1679000
7125,1921927
7126,3250798
7127,1842097
7128,2170132
7129,2466000
7130,724865
7131,1664901
7132,3364324
7133,2939723
7134,1354312
7135,707500
7136,6443944
7137,11877110
7138,2729000
7139,4023106
7140,2919295
7141,1793550
7143,1704570
7144,2899399
7145,2814326
7146,1932986
7147,1013988
7148,913331
7149,1619486
7150,2125831
7151,1448000
7152,2282609
7153,1485394
7154,2416817
7155,5214014
7156,1892860
7157,5990913
7158,4528000
7234,716193
7159,2046860
7160,2609829
7161,2233015
7162,2648490
7163,2216418
7164,2082459
7165,3988258
7166,1787332
7167,1748059
7168,1267696
7169,582044
7170,1061532
7171,3617406
7172,2817738
7173,5713603
7174,2338969
7175,1977337
7176,2325063
7177,4149596
7178,2433633
7179,5473104
7180,2110676
7181,3383005
7182,2442565
7183,1594421
7184,2860211
7185,1229665
7186,3425442
7187,2202893
7188,1078437
7189,2042132
7190,11779607
7191,4986908
7192,3803872
7193,2341009
7194,1209199
7195,1745179
7196,836729
7197,2318127
7198,2814379
7199,2992625
7200,1878960
7201,5745532
7202,4547355
7203,3368252
7204,1085000
7205,3496198
7206,1787369
7207,3139980
7208,2644871
7209,2291430
7210,2958718
7211,3081423
7212,885196
7213,3017278
7214,1596598
7215,2564549
7216,1381011
7217,9899167
7218,3562086
7219,2665832
7220,4224611
7221,1206108
7222,3694910
7223,2091036
7224,1930800
7225,4053287
7226,2983947
7227,2464454
7228,5915976
7229,2400340
7230,2185754
7231,1258174
7232,2081014
7233,2808719
7235,1258655
7236,5904238
7237,7385117
7238,2540200
7239,2730735
7240,886318
7241,3162955
7242,9796000
7243,7088788
7244,2417437
7245,3250007
7246,1829613
7247,4036719
7248,6943207
7249,6704352
7250,317797
7259,3160266
7251,5945524
7252,1985569
7253,5054000
7254,2928865
7255,7513155
7256,1458415
7257,4573711
7258,11862073
7260,2065500
7261,2131813
7262,4759523
7263,8097410
7264,2445217
7265,13524139
7266,7994105
7267,10003305
7268,4335481
7269,2823929
7270,10452000
7271,14919501
7272,4733768
7273,1687226
7274,9293301
7275,2880274
7276,8832561
7277,7052831
7278,9813807
7279,14797756
7280,22006300
7281,15834918
7282,4957589
7283,2883306
7284,9709196
7294,208100
7285,6879088
7286,14433148
7287,4135711
7288,4236615
7289,5878790
7290,10100
7291,39200
7292,20200
7293,19550
7295,205605
7296,18700
7297,17700
7298,10200
7299,52500
7300,3900
7301,3078
7302,13000
7303,82400
7335,5037
7304,43200
7305,66100
7306,34300
7307,56200
7308,22600
7309,121500
7310,27200
7311,60800
7312,52200
7313,16600
7314,49200
7315,57800
7316,375600
7317,148200
7318,30300
7319,117700
7320,393400
7321,363200
7322,886591
7323,102400
7324,25263
7325,52500
7326,6756
7327,26300
7328,11100
7329,5202
7330,2172
7331,9750
7332,1857
7333,310
7334,13350
